	player	nationality	position	squad	age	birth_year	games	games_starts	minutes	goals	assists	pens_made	pens_att	cards_yellow	cards_red	goals_per90	assists_per90	goals_assists_per90	goals_pens_per90	goals_assists_pens_per90	xg	npxg	xa	xg_per90	xa_per90	xg_xa_per90	npxg_per90	npxg_xa_per90	minutes_90s	shots_total	shots_on_target	shots_free_kicks	shots_on_target_pct	shots_total_per90	shots_on_target_per90	goals_per_shot	goals_per_shot_on_target	npxg_per_shot	xg_net	npxg_net	passes_completed	passes	passes_pct	passes_total_distance	passes_progressive_distance	passes_completed_short	passes_short	passes_pct_short	passes_completed_medium	passes_medium	passes_pct_medium	passes_completed_long	passes_long	passes_pct_long	xa_net	assisted_shots	passes_into_final_third	passes_into_penalty_area	crosses_into_penalty_area	progressive_passes	passes_live	passes_dead	passes_free_kicks	through_balls	passes_pressure	passes_switches	crosses	corner_kicks	corner_kicks_in	corner_kicks_out	corner_kicks_straight	passes_ground	passes_low	passes_high	passes_left_foot	passes_right_foot	passes_head	throw_ins	passes_other_body	passes_offsides	passes_oob	passes_intercepted	passes_blocked	sca	sca_per90	sca_passes_live	sca_passes_dead	sca_dribbles	sca_shots	sca_fouled	gca	gca_per90	gca_passes_live	gca_passes_dead	gca_dribbles	gca_shots	gca_fouled	gca_og_for	tackles	tackles_won	tackles_def_3rd	tackles_mid_3rd	tackles_att_3rd	dribble_tackles	dribbles_vs	dribble_tackles_pct	dribbled_past	pressures	pressure_regains	pressure_regain_pct	pressures_def_3rd	pressures_mid_3rd	pressures_att_3rd	blocks	blocked_shots	blocked_shots_saves	blocked_passes	interceptions	clearances	errors	touches	touches_def_pen_area	touches_def_3rd	touches_mid_3rd	touches_att_3rd	touches_att_pen_area	touches_live_ball	dribbles_completed	dribbles	dribbles_completed_pct	players_dribbled_past	nutmegs	carries	carry_distance	carry_progressive_distance	pass_targets	passes_received	passes_received_pct	miscontrols	dispossessed	cards_yellow_red	fouls	fouled	offsides	pens_won	pens_conceded	own_goals	ball_recoveries	aerials_won	aerials_lost	aerials_won_pct
1333	Francesco Magnanelli	it ITA	MF	Sassuolo	36-041	1984	1.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	14.0	92.9	321.0	85.0	3.0	3.0	100.0	8.0	9.0	88.9	2.0	2.0	100.0	0.0	0.0	3.0	0.0	0.0	2.0	14.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	3.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	16.0	0.0	0.0	15.0	1.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	13.0	77.0	30.0	13.0	13.0	100.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
1334	Giangiacomo Magnani	it ITA	DF	Hellas Verona	25-080	1995	6.0	3.0	373.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.02	0.0	0.02	0.02	0.02	4.1	2.0	1.0	0.0	50.0	0.48	0.24	0.0	0.0	0.03	-0.1	-0.1	61.0	96.0	63.5	1319.0	332.0	19.0	27.0	70.4	28.0	41.0	68.3	12.0	23.0	52.2	0.0	0.0	3.0	1.0	0.0	4.0	93.0	3.0	3.0	0.0	10.0	4.0	0.0	0.0	0.0	0.0	0.0	41.0	19.0	36.0	7.0	63.0	18.0	0.0	0.0	0.0	4.0	2.0	2.0	1.0	0.24	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	4.0	0.0	0.0	1.0	2.0	50.0	1.0	55.0	17.0	30.9	29.0	25.0	1.0	13.0	11.0	0.0	2.0	12.0	32.0	2.0	162.0	36.0	96.0	60.0	8.0	5.0	159.0	0.0	1.0	0.0	0.0	0.0	41.0	146.0	70.0	46.0	45.0	97.8	4.0	0.0	0.0	9.0	4.0	0.0	0.0	0.0	1.0	46.0	18.0	8.0	69.2
1335	Hugo Magnetti	fr FRA	MF	Brest	22-207	1998	5.0	1.0	86.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.09	0.0	0.09	0.09	0.09	1.0	3.0	0.0	0.0	0.0	3.14	0.0	0.0	0.0	0.03	-0.1	-0.1	51.0	60.0	85.0	1049.0	309.0	20.0	21.0	95.2	21.0	25.0	84.0	10.0	12.0	83.3	0.0	0.0	5.0	0.0	0.0	4.0	57.0	3.0	3.0	0.0	10.0	1.0	2.0	0.0	0.0	0.0	0.0	37.0	11.0	12.0	2.0	55.0	3.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	1.05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	2.0	0.0	1.0	7.0	14.3	6.0	29.0	8.0	27.6	9.0	19.0	1.0	2.0	0.0	0.0	2.0	1.0	1.0	0.0	73.0	4.0	19.0	43.0	13.0	0.0	71.0	4.0	4.0	100.0	4.0	0.0	55.0	273.0	154.0	56.0	50.0	89.3	3.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
1336	Harry Maguire	eng ENG	DF	Manchester Utd	27-293	1993	13.0	13.0	1170.0	1.0	0.0	0.0	0.0	3.0	0.0	0.08	0.0	0.08	0.08	0.08	1.0	1.0	0.1	0.08	0.01	0.08	0.08	0.08	13.0	18.0	4.0	0.0	22.2	1.38	0.31	0.06	0.25	0.05	0.0	0.0	688.0	794.0	86.6	15377.0	4552.0	177.0	200.0	88.5	372.0	406.0	91.6	135.0	179.0	75.4	-0.1	2.0	60.0	2.0	0.0	24.0	770.0	24.0	19.0	0.0	90.0	30.0	1.0	0.0	0.0	0.0	0.0	579.0	61.0	154.0	108.0	604.0	47.0	5.0	3.0	3.0	13.0	7.0	3.0	12.0	0.92	8.0	0.0	1.0	1.0	1.0	2.0	0.15	0.0	0.0	0.0	1.0	0.0	0.0	12.0	8.0	9.0	3.0	0.0	5.0	10.0	50.0	5.0	78.0	32.0	41.0	47.0	30.0	1.0	16.0	8.0	0.0	8.0	24.0	57.0	0.0	922.0	146.0	494.0	422.0	60.0	20.0	900.0	1.0	3.0	33.3	1.0	0.0	566.0	3485.0	1922.0	636.0	624.0	98.1	2.0	3.0	0.0	15.0	9.0	0.0	0.0	0.0	0.0	162.0	52.0	15.0	77.6
1337	Abdallahi Mahmoud	mr MTN	MF	Alavés	20-233	2000	1.0	1.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	50.0	54.0	15.0	1.0	3.0	33.3	0.0	1.0	0.0	1.0	1.0	100.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	1.0	1.0	100.0	0.0	11.0	2.0	18.2	4.0	4.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	11.0	0.0	3.0	8.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	4.0	11.0	5.0	12.0	5.0	41.7	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	33.3
1338	Riyad Mahrez	dz ALG	FW,DF	Manchester City	29-306	1991	10.0	9.0	765.0	4.0	1.0	0.0	0.0	0.0	0.0	0.47	0.12	0.59	0.47	0.59	2.3	2.3	2.9	0.27	0.34	0.61	0.27	0.61	8.5	25.0	11.0	1.0	44.0	2.94	1.29	0.16	0.36	0.09	1.7	1.7	338.0	413.0	81.8	5555.0	1245.0	172.0	189.0	91.0	131.0	152.0	86.2	25.0	46.0	54.3	-1.9	21.0	17.0	20.0	3.0	34.0	373.0	40.0	6.0	5.0	61.0	9.0	16.0	26.0	14.0	0.0	1.0	301.0	47.0	65.0	371.0	22.0	4.0	6.0	1.0	0.0	8.0	6.0	15.0	36.0	4.24	26.0	5.0	1.0	2.0	1.0	2.0	0.24	0.0	1.0	1.0	0.0	0.0	0.0	13.0	10.0	2.0	5.0	6.0	6.0	19.0	31.6	13.0	103.0	24.0	23.3	12.0	48.0	43.0	8.0	0.0	0.0	8.0	0.0	1.0	0.0	527.0	2.0	25.0	203.0	334.0	55.0	488.0	13.0	35.0	37.1	15.0	0.0	391.0	2245.0	1132.0	500.0	413.0	82.6	17.0	18.0	0.0	9.0	8.0	1.0	0.0	0.0	0.0	47.0	9.0	7.0	56.3
1339	Arne Maier	de GER	MF	Arminia	21-350	1999	2.0	2.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.07	0.07	0.0	0.07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	44.0	88.6	657.0	109.0	16.0	18.0	88.9	19.0	19.0	100.0	4.0	4.0	100.0	-0.1	1.0	0.0	1.0	0.0	4.0	43.0	1.0	1.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	8.0	3.0	10.0	34.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	16.0	7.0	43.8	2.0	8.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	1.0	12.0	22.0	18.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	40.0	144.0	35.0	49.0	43.0	87.8	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0
1340	Arne Maier	de GER	MF	Hertha BSC	21-350	1999	2.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.49	0.49	0.0	0.49	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	21.0	95.2	463.0	108.0	5.0	5.0	100.0	12.0	12.0	100.0	3.0	4.0	75.0	-0.2	1.0	2.0	1.0	0.0	3.0	21.0	0.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	15.0	2.0	4.0	3.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	33.3	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	4.0	22.0	3.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	21.0	162.0	94.0	26.0	22.0	84.6	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
1341	Habib Maïga	ci CIV	MF	Metz	24-357	1996	14.0	14.0	1193.0	1.0	3.0	0.0	0.0	6.0	0.0	0.08	0.23	0.3	0.08	0.3	0.7	0.7	1.6	0.05	0.12	0.17	0.05	0.17	13.3	8.0	4.0	0.0	50.0	0.6	0.3	0.13	0.25	0.08	0.3	0.3	470.0	593.0	79.3	9348.0	2259.0	177.0	209.0	84.7	223.0	259.0	86.1	68.0	115.0	59.1	1.4	10.0	50.0	3.0	1.0	50.0	575.0	18.0	13.0	2.0	83.0	22.0	8.0	0.0	0.0	0.0	0.0	423.0	62.0	108.0	53.0	496.0	26.0	4.0	2.0	3.0	20.0	6.0	14.0	26.0	1.96	20.0	0.0	4.0	1.0	1.0	7.0	0.53	5.0	0.0	2.0	0.0	0.0	0.0	40.0	23.0	24.0	14.0	2.0	16.0	40.0	40.0	24.0	305.0	82.0	26.9	116.0	160.0	29.0	25.0	3.0	0.0	22.0	10.0	20.0	0.0	733.0	30.0	194.0	479.0	120.0	11.0	720.0	17.0	24.0	70.8	18.0	1.0	497.0	2773.0	1461.0	501.0	467.0	93.2	10.0	20.0	0.0	29.0	15.0	2.0	0.0	0.0	0.0	149.0	18.0	14.0	56.3
1342	Mike Maignan	fr FRA	GK	Lille	25-025	1995	16.0	16.0	1440.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	329.0	488.0	67.4	10408.0	6664.0	58.0	58.0	100.0	145.0	146.0	99.3	122.0	280.0	43.6	0.0	0.0	6.0	0.0	0.0	1.0	351.0	137.0	31.0	1.0	23.0	11.0	0.0	0.0	0.0	0.0	0.0	239.0	19.0	230.0	50.0	342.0	0.0	2.0	82.0	2.0	20.0	2.0	0.0	1.0	0.06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	514.0	448.0	506.0	9.0	0.0	0.0	379.0	0.0	0.0	0.0	0.0	0.0	235.0	1143.0	635.0	224.0	221.0	98.7	1.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	92.0	0.0	0.0	0.0
1343	Ainsley Maitland-Niles	eng ENG	DF	Arsenal	23-116	1997	8.0	4.0	387.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.01	0.03	0.03	0.01	0.03	4.3	1.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.03	0.0	0.0	165.0	213.0	77.5	3188.0	828.0	67.0	82.0	81.7	79.0	91.0	86.8	19.0	35.0	54.3	-0.1	2.0	12.0	2.0	1.0	11.0	183.0	30.0	3.0	1.0	19.0	8.0	4.0	0.0	0.0	0.0	0.0	143.0	43.0	27.0	37.0	141.0	5.0	27.0	0.0	1.0	5.0	4.0	6.0	7.0	1.63	5.0	1.0	0.0	0.0	1.0	1.0	0.23	0.0	0.0	0.0	0.0	1.0	0.0	12.0	8.0	6.0	5.0	1.0	6.0	9.0	66.7	3.0	88.0	21.0	23.9	39.0	35.0	14.0	12.0	3.0	0.0	9.0	12.0	9.0	1.0	268.0	14.0	95.0	125.0	65.0	7.0	239.0	2.0	7.0	28.6	2.0	0.0	155.0	821.0	439.0	173.0	150.0	86.7	7.0	5.0	0.0	5.0	2.0	1.0	1.0	0.0	0.0	36.0	4.0	2.0	66.7
1344	Josh Maja	ng NGA	FW	Bordeaux	21-362	1998	14.0	10.0	684.0	2.0	0.0	0.0	0.0	2.0	0.0	0.26	0.0	0.26	0.26	0.26	3.1	3.1	0.6	0.4	0.07	0.48	0.4	0.48	7.6	19.0	9.0	0.0	47.4	2.5	1.18	0.11	0.22	0.16	-1.1	-1.1	139.0	159.0	87.4	1804.0	224.0	87.0	94.0	92.6	37.0	44.0	84.1	5.0	7.0	71.4	-0.6	8.0	8.0	3.0	0.0	5.0	152.0	7.0	0.0	0.0	49.0	1.0	0.0	0.0	0.0	0.0	0.0	125.0	24.0	10.0	23.0	118.0	6.0	1.0	6.0	0.0	0.0	3.0	4.0	12.0	1.58	10.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	3.0	3.0	1.0	1.0	10.0	10.0	9.0	139.0	42.0	30.2	11.0	68.0	60.0	3.0	0.0	0.0	3.0	4.0	8.0	0.0	236.0	9.0	27.0	132.0	86.0	27.0	229.0	6.0	11.0	54.5	7.0	0.0	167.0	820.0	317.0	294.0	175.0	59.5	13.0	11.0	0.0	7.0	10.0	1.0	0.0	0.0	0.0	29.0	11.0	17.0	39.3
1345	Radosław Majecki	pl POL	GK	Monaco	21-037	1999	1.0	1.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	37.0	67.6	605.0	275.0	4.0	4.0	100.0	16.0	17.0	94.1	5.0	16.0	31.3	0.0	0.0	0.0	0.0	0.0	0.0	25.0	12.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	16.0	5.0	30.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	30.0	39.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	22.0	90.0	36.0	20.0	20.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
1346	Abdul Majeed Waris	gh GHA	FW,MF	Strasbourg	29-095	1991	10.0	4.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.4	0.0	0.1	0.0	0.1	0.1	0.1	4.1	5.0	1.0	0.0	20.0	1.21	0.24	0.0	0.0	0.09	-0.4	-0.4	80.0	101.0	79.2	1254.0	169.0	48.0	57.0	84.2	26.0	30.0	86.7	5.0	10.0	50.0	0.0	0.0	4.0	1.0	1.0	4.0	100.0	1.0	0.0	0.0	8.0	4.0	6.0	0.0	0.0	0.0	0.0	71.0	19.0	11.0	11.0	81.0	4.0	0.0	4.0	1.0	3.0	1.0	4.0	4.0	0.97	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	3.0	0.0	3.0	33.0	8.0	24.2	10.0	11.0	12.0	4.0	1.0	0.0	3.0	1.0	2.0	0.0	157.0	2.0	18.0	74.0	79.0	17.0	156.0	5.0	11.0	45.5	5.0	1.0	124.0	822.0	542.0	175.0	125.0	71.4	9.0	14.0	0.0	6.0	11.0	2.0	0.0	0.0	0.0	20.0	2.0	5.0	28.6
1347	Marco Majouga	fr FRA	MF,FW	Nîmes	19-228	2001	5.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.1	0.28	0.07	0.35	0.28	0.35	0.8	5.0	1.0	0.0	20.0	6.16	1.23	0.0	0.0	0.04	-0.2	-0.2	18.0	26.0	69.2	254.0	41.0	10.0	13.0	76.9	5.0	6.0	83.3	1.0	2.0	50.0	-0.1	1.0	1.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	10.0	1.0	1.0	0.0	0.0	0.0	0.0	16.0	5.0	5.0	6.0	17.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	3.0	3.7	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	8.0	2.0	25.0	0.0	1.0	7.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	37.0	0.0	2.0	16.0	24.0	6.0	37.0	2.0	2.0	100.0	2.0	0.0	31.0	314.0	226.0	42.0	28.0	66.7	2.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	8.0	3.0	1.0	75.0
1348	Jean-Victor Makengo	fr FRA	MF	Udinese	22-194	1998	4.0	0.0	62.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	24.0	87.5	355.0	78.0	11.0	13.0	84.6	7.0	7.0	100.0	2.0	3.0	66.7	0.0	0.0	3.0	1.0	0.0	3.0	24.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0	16.0	4.0	4.0	15.0	6.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.45	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	2.0	1.0	0.0	0.0	4.0	0.0	4.0	20.0	4.0	20.0	11.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	30.0	0.0	9.0	15.0	8.0	2.0	30.0	2.0	2.0	100.0	2.0	0.0	24.0	150.0	93.0	23.0	20.0	87.0	0.0	1.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	100.0
1349	Nemanja Maksimović	rs SRB	MF	Getafe	25-332	1995	11.0	10.0	823.0	1.0	0.0	0.0	0.0	2.0	0.0	0.11	0.0	0.11	0.11	0.11	1.2	1.2	0.2	0.13	0.02	0.15	0.13	0.15	9.1	5.0	2.0	0.0	40.0	0.55	0.22	0.2	0.5	0.24	-0.2	-0.2	188.0	247.0	76.1	3518.0	770.0	76.0	88.0	86.4	70.0	91.0	76.9	28.0	47.0	59.6	-0.2	5.0	13.0	5.0	2.0	20.0	233.0	14.0	7.0	0.0	44.0	8.0	6.0	0.0	0.0	0.0	0.0	153.0	32.0	62.0	22.0	188.0	27.0	1.0	0.0	0.0	6.0	2.0	8.0	9.0	0.98	7.0	0.0	0.0	1.0	0.0	1.0	0.11	0.0	0.0	0.0	1.0	0.0	0.0	16.0	11.0	11.0	4.0	1.0	3.0	18.0	16.7	15.0	179.0	53.0	29.6	53.0	100.0	26.0	14.0	2.0	0.0	12.0	8.0	13.0	0.0	309.0	13.0	69.0	177.0	88.0	9.0	297.0	8.0	9.0	88.9	8.0	0.0	174.0	1185.0	488.0	172.0	153.0	89.0	4.0	5.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	82.0	13.0	15.0	46.4
1350	Nikola Maksimović	rs SRB	DF	Napoli	29-028	1991	3.0	1.0	143.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.01	0.01	1.6	1.0	1.0	0.0	100.0	0.63	0.63	0.0	0.0	0.02	0.0	0.0	144.0	148.0	97.3	3579.0	912.0	30.0	32.0	93.8	70.0	71.0	98.6	43.0	44.0	97.7	0.0	0.0	2.0	0.0	0.0	7.0	144.0	4.0	4.0	0.0	6.0	19.0	0.0	0.0	0.0	0.0	0.0	130.0	13.0	5.0	4.0	138.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.63	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	10.0	4.0	40.0	3.0	7.0	0.0	2.0	0.0	0.0	2.0	2.0	6.0	0.0	160.0	20.0	81.0	89.0	4.0	2.0	156.0	0.0	0.0	0.0	0.0	0.0	99.0	616.0	293.0	131.0	131.0	100.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	14.0	7.0	1.0	87.5
1351	Filip Malbašić	rs SRB	FW,MF	Cádiz	28-035	1992	12.0	3.0	368.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.24	0.24	0.0	0.24	0.1	0.1	0.0	0.03	0.01	0.04	0.03	0.04	4.1	4.0	0.0	0.0	0.0	0.98	0.0	0.0	0.0	0.03	-0.1	-0.1	36.0	65.0	55.4	590.0	179.0	17.0	24.0	70.8	16.0	24.0	66.7	2.0	8.0	25.0	1.0	1.0	6.0	2.0	1.0	8.0	62.0	3.0	0.0	0.0	19.0	2.0	4.0	1.0	0.0	0.0	0.0	29.0	21.0	15.0	10.0	47.0	5.0	0.0	0.0	0.0	5.0	3.0	7.0	5.0	1.22	3.0	0.0	1.0	0.0	0.0	2.0	0.49	1.0	0.0	1.0	0.0	0.0	0.0	8.0	4.0	2.0	3.0	3.0	4.0	11.0	36.4	7.0	91.0	21.0	23.1	11.0	43.0	37.0	7.0	0.0	0.0	7.0	0.0	2.0	0.0	116.0	2.0	12.0	53.0	59.0	10.0	113.0	2.0	6.0	33.3	3.0	0.0	70.0	492.0	298.0	145.0	79.0	54.5	8.0	10.0	0.0	10.0	10.0	2.0	0.0	0.0	0.0	14.0	3.0	21.0	12.5
1352	Kévin Malcuit	ma MAR	MF,FW	Napoli	29-145	1991	2.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	24.0	87.5	384.0	87.0	9.0	10.0	90.0	10.0	11.0	90.9	2.0	3.0	66.7	0.0	0.0	2.0	2.0	0.0	3.0	23.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	3.0	1.0	2.0	19.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2.0	18.2	5.0	4.0	2.0	1.0	0.0	0.0	1.0	2.0	1.0	0.0	31.0	1.0	5.0	23.0	4.0	0.0	30.0	1.0	2.0	50.0	1.0	0.0	23.0	155.0	116.0	23.0	22.0	95.7	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	33.3
1353	Daniel Maldini	it ITA	FW	Milan	19-073	2001	2.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0	100.0	97.0	39.0	2.0	2.0	100.0	2.0	2.0	100.0	1.0	1.0	100.0	0.0	0.0	1.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	1.0	0.0	4.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	7.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	7.0	4.0	57.1	3.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	1.0	4.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	4.0	15.0	13.0	7.0	3.0	42.9	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
